application_id,application_date,device_type,device_age_years,device_msrp,lease_term_months,monthly_payment,residual_value,credit_tier,credit_score,monthly_income,employment_type,existing_monthly_debt,dti_ratio,credit_utilization,prior_leases_completed,prior_defaults,region,defaulted
APP-01143,2/9/2024,Apple iPhone 14,1,799,24,26.37,409.09,GOOD,735,8107,SELF_EMPLOYED,1543,0.194,0.24,2,0,Southeast,0
APP-01788,5/19/2024,iPhone 13,2,599,36 months,19.77,,bad,478,5985,Self Employed,,,0.64,3,3,MIDWEST,1
APP-00461,2/4/2024,iphone 13,2,599,36,13.18,196.28,GOOD,690,4786,self_employed,1623,0.342,0.51,1,0,SW,0
APP-00116,6/23/2024,iPhone 14,1,799,36,14.38,327.27,EXCELLENT,815,1244,Student,418,0.348,0.24,5,0,W,0
APP-01882,6/10/2024,iphone 13,2,599,24,24.26,245.35,FAIR,668,1736,student,,,,3,0,midwest,0
APP-00789,8/5/2024,ipad pro,1,1099,24,44.51,562.69,Fair,656,986,student,24,0.069,0.7,3,1,SOUTHWEST,1
APP-01627,9/29/2024,Microsoft Surface Pro,2,1599,12,129.52,818.69,Fair,598,689,Student,207,0.488,0.36,0,0,Northeast,0
APP-01811,10/19/2024,Surface Pro,2,1599,12,86.35,818.69,exc,839,1602,Student,91,0.111,0.1,4,0,SOUTHEAST,0
APP-01531,9/16/2024,iPhone13,2,599,36,10.78,196.28,Excellent,760,1321,parttime,272,0.214,0.32,3,0,west,0
APP-01023,3/6/2024,IPAD PRO,1,1099,12 months,89.02,703.36,FAIR,653,99999,Student,25687,N/A,0.84,5,0,Northeast,0
APP-01601,4/16/2024,Samsung Galaxy S23,1,849,36,15.28,347.75,excellent,771,1734,student,72,0.05,0.31,3,0,W,0
APP-00395,9/16/2024,Galaxy S22,2,649,36,21.42,212.66,low,504,1035,STUDENT,186,0.2,0.91,0,2,NORTHEAST,1
APP-01239,10/21/2024,samsung galaxy s23,1,849,36,15.28,347.75,EXCELLENT,797,2602,part_time,553,0.218,0.18,1,0,midwest,1
APP-01142,11/20/2025,iPhone 14,1,799,12,43.15,511.36,EXCELLENT,763,1011,Student,278,0.318,0.14,5,0,mid west,0
APP-00539,10/30/2024,iPhone14,1,799,36,21.57,327.27,average,654,10363,FULL_TIME,2079,-999,0.83,1,1,north east,0
APP-00038,9/19/2024,iPhone 14,1,799,24,21.57,409.09,Excellent,798,7911,Self Employed,2324,0.296,,3,0,midwest,0
APP-00867,4/1/2024,Samsung Galaxy S22,2,N/A,24,21.42,265.83,Good,735,3623,Self Employed,1046,0.295,0.07,1,0,Northeast,0
APP-00487,3/25/2024,samsung galaxy s23,1,849,36 months,28.02,347.75,Poor,419,4678,full_time,924,-999,0.95,2,0,midwest,0
APP-01952,5/12/2024,iphone 13,2,599,36 months,19.77,196.28,bad,498,974,Student,28,0.049,0.92,1,3,Midwest,1
APP-00105,10/19/2024,MAC Book Air,2,1299,36,28.58,425.66,GOOD,729,6963,full_time,2433,0.354,0.48,2,0,Midwest,0
APP-00062,12/6/2024,Macbook Air,2,1299,24,42.87,532.07,good,729,788,UNEMPLOYED,60,0.131,0.38,3,0,Southwest,0
APP-01163,10/27/2024,samsung galaxy s23,1,849,12,68.77,543.36,average,668,5648,Self Employed,1500,0.278,0.8,3,0,west,0
APP-01781,9/23/2024,Galaxy S22,2,649,12,42.83,332.29,gd,680,700,Unemployed,14,0.081,0.79,3,0,southwest,0
APP-00264,11/3/2024,Galaxy S22,2,649,24,21.42,265.83,good,683,8277,Self Employed,2945,0.358,0.86,4,0,SOUTHEAST,0
APP-01240,7/31/2024,iphone 13,2,599,36,13.18,196.28,gd,690,1854,STUDENT,23,0.02,0.93,4,0,,0
APP-01381,9/11/2024,ipad pro,1,1099,12,89.02,703.36,fair,653,354,Unemployed,5,0.266,,,0,Southwest,1
APP-00832,11/18/2024,Galaxy S22,2,649,24,32.13,265.83,POOR,569,1208,student,139,0,,2,3,Northeast,1
APP-01446,7/17/2024,iphone 14,1,799,36,14.38,327.27,excellent,771,9877,full_time,3381,0.344,0.17,1,0,,0
APP-01152,9/1/2024,iPhone 14,1,799,36,17.58,327.27,good,715,362,UNEMPLOYED,112,0.358,0.16,3,0,west,0
APP-01241,11/1/2024,iPhone13,2,599,12 months,59.3,306.69,POOR,394,9976,self_employed,1515,0.158,0.87,5,,SW,1
APP-01245,10/23/2024,MAC Book Air,2,1299,36,28.58,425.66,GOOD,680,887,unemployed,123,0.171,0.29,3,0,,0
APP-00181,10/1/2024,Galaxy S22,2,649,36,14.28,212.66,Good,673,1607,student,511,0.327,0.45,0,,Northeast,0
APP-01419,3/31/2024,DELL XPS13,3,1199,24 months,32.37,392.89,EXCELLENT,802,9276,FULL_TIME,3310,0.36,0.22,4,0,Southwest,0
APP-01770,6/7/2024,ipad pro,1,1099,24,44.51,562.69,average,639,10006,fulltime,1793,0.184,0.43,4,0,West,0
APP-01232,5/2/2024,iphone 13,2,599,12,48.52,306.69,Fair,615,794,student,251,0.377,0.28,2,0,Northeast,0
APP-00177,11/13/2024,ipad pro,1,1099,36,29.67,450.15,FAIR,663,3129,Part Time,368,-999,,5,0,SOUTHEAST,0
APP-01191,10/8/2024,microsoft surface pro,2,1599,36,28.78,523.96,Excellent,794,3155,parttime,1021,0.333,0.06,1,0,West,0
APP-00508,3/2/2024,iphone 13,2,599,24,29.65,245.35,Poor,479,7142,SELF_EMPLOYED,555,0.082,0.68,5,3,SOUTHWEST,1
APP-00136,4/30/2024,iPhone 13,2,599,24,29.65,245.35,Poor,417,9,UNEMPLOYED,2,3.517,0.88,2,1,Northeast,1
APP-00429,4/15/2024,Dell XPS 13,3,1199,24,48.56,392.89,fair,657,5822,SELF_EMPLOYED,2208,0.388,0.09,4,0,NE,0
APP-00555,9/13/2024,Macbook Air,2,1299,12,85.73,665.09,GOOD,719,-999,STUDENT,,,0.87,4,0,WEST,0
APP-00378,9/6/2024,ipad pro,1,1099,36 months,29.67,450.15,Fair,588,8121,Self Employed,754,0.096,0.38,5,1,Midwest,0
APP-01218,7/7/2024,Samsung Galaxy S22,2,649,12 months,42.83,332.29,Good,738,1708,Part Time,464,0.297,0.74,4,0,Southeast,0
APP-01298,5/31/2024,IPHONE 14,1,799,36 months,17.58,327.27,Good,676,880,STUDENT,248,0.302,0.8,2,0,west,0
APP-01706,2/6/2024,Galaxy S23,1,849,12,56.03,543.36,Good,685,542,STUDENT,81,0.253,0.75,1,0,southeast,0
APP-00842,3/26/2024,iPhone14,1,799,12,52.73,511.36,Good,723,8376,SELF_EMPLOYED,579,0.075,0.52,0,0,Northeast,0
APP-00902,10/7/2024,SAMSUNG S23,1,849,36 months,18.68,347.75,GOOD,707,2335,part_time,361,0.163,0.45,0,0,north east,0
APP-00847,1/2/2024,MS Surface Pro,2,1599,24,,654.95,excellent,844,3231,parttime,801,99999,0.34,1,0,SOUTHEAST,0
APP-01070,3/13/2024,Galaxy S23,1,849,12 months,,543.36,Excellent,810,8967,Full Time,1981,0.226,,3,0,Southwest,0
APP-00443,1/12/2024,DELL XPS13,3,1199,36,39.57,314.31,POOR,373,1327,student,321,0.272,0.91,5,3,West,1
APP-01888,10/10/2024,Galaxy S23,1,849,24,34.38,434.69,FAIR,665,1824,part_time,386,0.23,0.25,,,WEST,0
APP-00143,2/5/2024,ipad pro,1,1099,24,36.27,562.69,GOOD,694,2596,Part Time,451,0.188,0.27,5,0,southwest,0
APP-01339,6/19/2024,DELL XPS13,3,1199,24,32.37,392.89,exc,0,0,Part Time,,,0.3,1,0,SW,0
APP-01186,2/15/2024,MacBook Air,2,1299,12 months,105.22,665.09,average,642,691,STUDENT,255,0.521,0.64,2,1,WEST,0
APP-00736,9/28/2024,iphone 13,2,599,36,10.78,196.28,exc,-999,2746,SELF_EMPLOYED,21,0.012,0.25,2,,NE,0
APP-01970,7/4/2024,IPAD PRO,1,1099,36,19.78,450.15,exc,832,3274,PART_TIME,1110,0.345,0.11,4,0,west,0
APP-01497,10/11/2024,iPhone 13,2,599,24,16.17,245.35,Excellent,808,9210,fulltime,121,0.015,0.25,2,0,NE,0
APP-01271,10/24/2024,MS Surface Pro,2,1599,12,129.52,818.69,FAIR,595,4438,FULL_TIME,734,0.195,,5,0,Southeast,0
APP-01366,7/26/2024,iPhone 14,1,799,36,21.57,327.27,fair,648,5724,full_time,,,,3,1,Northeast,1
APP-00315,8/18/2024,microsoft surface pro,2,1599,24,43.17,654.95,excellent,768,N/A,PART_TIME,,,0.27,5,0,Southeast,0
APP-01190,12/31/2024,MAC Book Air,2,1299,12,70.15,665.09,exc,846,6570,Self Employed,635,0.107,0.26,0,0,NORTHEAST,0
APP-01383,12/11/2024,iPad Pro,1,1099,24,44.51,562.69,fair,659,3181,PART_TIME,591,0.2,,1,0,Southwest,0
APP-01319,1/15/2024,samsung galaxy s23,1,849,12,68.77,,average,619,1191,Student,,,0.25,1,1,Southwest,0
APP-01707,8/16/2024,IPAD PRO,1,1099,36,29.67,450.15,Fair,607,308,UNEMPLOYED,109,0.45,0.58,0,0,WEST,0
APP-00640,10/31/2024,samsung galaxy s23,1,849,12 months,56.03,543.36,good,721,4,Unemployed,0,14.008,0.71,0,0,west,0
APP-00458,8/8/2024,Dell XPS 13,3,1199,36,21.58,314.31,exc,,3825,SELF_EMPLOYED,614,0.166,0.25,0,0,MIDWEST,0
APP-01996,10/29/2024,iphone 14,1,799,24,32.36,,fair,602,10336,fulltime,1563,0.154,0.45,1,0,north east,0
APP-00184,5/25/2024,DELL XPS13,3,1199,36,21.58,314.31,Excellent,765,224,UNEMPLOYED,80,0.453,0.29,3,0,West,0
APP-01887,4/11/2024,iphone 13,2,599,36,10.78,196.28,EXCELLENT,802,742,student,,,0.3,1,0,Midwest,0
APP-01584,4/13/2024,Samsung Galaxy S22,2,649,36,17.52,212.66,FAIR,651,7566,fulltime,1319,0.177,0.45,1,1,southwest,0
APP-00771,12/23/2024,Galaxy S22,2,649,36,11.68,212.66,excellent,757,602,UNEMPLOYED,141,0.254,0.33,0,0,,0
APP-00335,8/2/2024,microsoft surface pro,2,1599,24,64.76,654.95,Fair,653,5734,self_employed,472,0.094,0.91,4,0,SOUTHWEST,0
APP-00969,10/23/2024,Macbook Air,2,1299,24,,532.07,Excellent,825,108,unemployed,1,0.334,0.31,2,0,west,0
APP-00355,10/18/2024,Apple iPad Pro,1,1099,12 months,72.53,703.36,gd,698,2062,PART_TIME,270,0.166,0.38,5,0,Southwest,0
APP-00495,8/6/2024,iPhone13,2,599,12,39.53,306.69,gd,735,3013,part_time,1098,0.378,0.22,1,0,Midwest,0
APP-00586,6/12/2024,iPhone 14,1,799,36,14.38,327.27,EXCELLENT,840,8170,Self Employed,205,0.027,0.25,0,0,north east,0
APP-01868,11/5/2024,Surface Pro,2,1599,36 months,35.18,523.96,Good,747,8199,fulltime,1155,0.145,0.14,2,0,Northeast,0
APP-00758,7/21/2024,Surface Pro,2,1599,36 months,52.77,523.96,POOR,359,3396,fulltime,1330,0.407,0.77,1,1,southwest,0
APP-00317,11/22/2024,dell xps 13,3,1199,12 months,97.12,491.11,fair,612,981,UNEMPLOYED,79,0.18,0.18,0,1,SOUTHEAST,1
APP-01522,8/5/2024,iphone 14,1,799,12,64.72,511.36,fair,595,901,STUDENT,301,0.406,0.87,0,1,Southeast,1
APP-01363,7/8/2024,SAMSUNG S23,1,849,12,45.85,543.36,excellent,819,3063,part_time,964,0.33,0.06,0,0,midwest,0
APP-00269,3/5/2024,Dell XPS 13,3,1199,36,21.58,314.31,exc,N/A,4353,full_time,1313,0.307,0.22,5,0,Midwest,0
APP-01427,4/2/2024,Microsoft Surface Pro,2,1599,24,79.15,654.95,bad,468,8241,Self Employed,1411,0.181,0.9,2,1,,0
APP-01600,7/28/2024,DELL XPS13,3,1199,36,32.37,314.31,average,599,1901,Student,291,0.17,0.51,3,1,Northeast,1
APP-01607,9/30/2024,Apple iPad Pro,1,1099,36,19.78,450.15,excellent,833,1802,part_time,327,0.192,0.12,3,0,west,0
APP-01307,2/19/2024,iPhone 13,2,599,12,39.53,306.69,GOOD,717,0,parttime,,,0.47,1,0,northeast,0
APP-01843,8/5/2024,IPAD PRO,1,1099,12,108.8,703.36,POOR,482,811,UNEMPLOYED,254,0.447,0.85,4,3,West,1
APP-00708,1/22/2024,iPhone13,2,599,24,19.77,245.35,good,744,1492,STUDENT,589,0.408,0.3,0,0,Southwest,0
APP-00808,4/16/2024,iphone 13,2,599,24,16.17,245.35,Excellent,817,1234,Student,372,0.315,0.27,0,,NORTHEAST,0
APP-00447,11/28/2024,MS Surface Pro,2,1599,36 months,35.18,523.96,Good,679,9268,fulltime,,,0.73,1,0,N/A,0
APP-01483,5/28/2024,iPhone 14,1,799,24 months,32.36,409.09,average,624,290,Unemployed,48,0.277,0.9,3,1,N/A,0
APP-01827,12/13/2024,DELL XPS13,3,1199,12,97.12,491.11,FAIR,605,7692,Self Employed,1638,0.226,0.61,,0,MW,0
APP-01688,7/21/2024,MS Surface Pro,2,1599,12,129.52,818.69,fair,631,1894,STUDENT,571,0.37,0.63,2,1,southwest,0
APP-01692,12/1/2024,iPhone13,2,599,24,24.26,245.35,FAIR,632,6935,SELF_EMPLOYED,833,0.124,0.28,2,0,south east,1
APP-01727,6/20/2024,iPhone13,2,599,12,59.3,306.69,low,398,11865,full_time,2152,0.186,0.85,1,3,Southwest,1
APP-01538,5/28/2024,DELL XPS13,3,1199,36,26.38,,Good,717,3435,Part Time,875,0.262,0.23,5,0,Midwest,0
APP-01244,7/4/2024,iPhone13,2,599,36 months,19.77,196.28,poor,521,1854,STUDENT,193,0.115,0.57,1,1,Midwest,1
APP-01889,7/11/2024,iPhone14,1,799,12,79.1,511.36,low,355,2755,Part Time,563,0.233,,4,2,Northeast,1
APP-00595,1/5/2024,Galaxy S22,2,649,12,42.83,332.29,good,692,2524,part_time,523,0.224,0.69,4,0,SW,0
APP-01141,9/22/2024,Microsoft Surface Pro,2,1599,24,52.77,654.95,GOOD,713,1680,Student,488,0.322,0.14,3,0,southeast,0
APP-00494,2/18/2024,Dell XPS-13,3,1199,24,39.57,392.89,Good,729,2993,Self Employed,916,0.319,0.32,1,,midwest,0
APP-01776,8/13/2024,samsung galaxy s23,1,849,36,15.28,347.75,EXCELLENT,755,,unemployed,,,0.25,0,0,North East,0
APP-00306,6/12/2024,iphone 13,2,599,24,29.65,245.35,poor,561,973,UNEMPLOYED,180,0.215,0.72,5,1,Northeast,1
APP-01713,3/9/2024,MS Surface Pro,2,1599,24,52.77,654.95,Good,743,9366,SELF_EMPLOYED,3515,0.381,0.15,2,0,NORTHEAST,0
APP-00703,11/22/2024,iPhone 13,2,599,24,24.26,245.35,FAIR,651,5989,full_time,1789,0.303,0.84,4,0,SE,0
APP-00879,3/3/2024,Galaxy S23,1,849,36,15.28,,Excellent,783,856,UNEMPLOYED,36,0.06,,0,0,Midwest,0
APP-00886,10/13/2024,iPhone 14,1,799,36,21.57,327.27,Fair,629,1457,parttime,489,0.35,0.14,5,1,NORTHEAST,0
APP-01698,2/23/2024,Samsung Galaxy S22,2,649,12,64.25,332.29,low,562,599,Unemployed,89,99999,0.62,,3,W,1
APP-00114,6/22/2024,Microsoft Surface Pro,2,1599,12,105.53,818.69,GOOD,748,1342,student,64,0.126,0.68,4,0,North East,0
APP-00937,2/28/2024,IPHONE 14,1,799,36 months,21.57,327.27,FAIR,641,7625,full_time,1959,0.26,0.17,2,0,Southwest,0
APP-00416,7/28/2024,iphone 14,1,799,36,26.37,327.27,bad,306,7579,SELF_EMPLOYED,269,0.039,0.69,3,2,Northeast,1
APP-01206,9/30/2024,iPhone 14,1,799,36,21.57,327.27,average,643,3167,FULL_TIME,771,0.25,0.56,3,1,West,1
APP-01718,5/15/2024,iPhone 13,2,599,24 months,19.77,245.35,gd,696,695,Unemployed,106,0.181,0.1,1,0,southeast,0
APP-01105,8/2/2024,samsung galaxy s23,1,849,12,45.85,543.36,exc,804,7289,full_time,545,0.081,0.31,3,0,NE,0
APP-00096,10/23/2025,DELL XPS13,3,1199,36 months,32.37,314.31,Fair,610,2231,SELF_EMPLOYED,360,0.176,0.56,1,1,SOUTHWEST,0
APP-01505,5/8/2024,MAC Book Air,2,1299,24,35.07,532.07,EXCELLENT,783,4535,Self Employed,1634,0.368,0.26,5,0,WEST,0
APP-00861,2/5/2024,Galaxy S22,2,649,12,64.25,332.29,POOR,384,1925,Student,317,0.198,0.88,2,1,south west,0
APP-00933,4/21/2024,iPhone 13,2,599,12,39.53,306.69,good,698,11266,Full Time,3079,0.277,0.37,4,0,West,0
APP-01172,2/24/2024,iPhone 14,1,799,999,64.72,511.36,fair,649,-999,SELF_EMPLOYED,,,0.68,5,1,Midwest,0
APP-00411,7/5/2024,samsung galaxy s23,1,849,24,42.03,434.69,bad,476,5210,Full Time,1612,0.317,0.93,0,2,Southwest,1
APP-01805,10/7/2024,MAC Book Air,2,1299,24 months,42.87,532.07,gd,749,9905,Self Employed,3301,0.338,0.54,5,0,west,0
APP-00517,5/8/2024,iPhone14,1,799,-1,52.73,511.36,good,701,1655,Student,655,0.428,0.76,4,0,MIDWEST,0
APP-01185,1/26/2024,iphone 14,1,799,24 months,39.55,409.09,low,318,1344,STUDENT,509,0.408,0.89,1,0,MIDWEST,0
APP-01938,12/31/2024,Macbook Air,2,1299,12,70.15,665.09,excellent,766,1890,part_time,652,0.382,0.33,2,0,WEST,0
APP-00906,6/9/2024,Apple iPad Pro,1,1099,36,24.18,450.15,gd,715,7087,FULL_TIME,2671,0.38,0.6,5,0,Southwest,0
APP-01237,5/30/2024,iPhone 13,2,599,36,10.78,196.28,excellent,,1237,PART_TIME,69,0.064,0.23,2,0,west,0
APP-01744,7/31/2024,iPhone13,2,599,36,10.78,196.28,EXCELLENT,826,814,Unemployed,195,0.253,,4,0,West,0
APP-00180,12/4/2024,iphone 13,2,599,12,39.53,306.69,gd,731,7585,Self Employed,226,0.035,0.13,0,0,Northeast,0
APP-01140,1/7/2024,MS Surface Pro,2,1599,24,79.15,654.95,POOR,524,1714,student,680,0.443,,3,1,SOUTHEAST,1
APP-01429,6/8/2024,Surface Pro,2,1599,24,79.15,654.95,bad,331,3202,SELF_EMPLOYED,1063,0.357,0.83,1,2,MIDWEST,0
APP-01454,10/2/2024,Apple iPhone 14,1,799,24,32.36,409.09,fair,588,2402,Self Employed,750,0.326,0.51,1,1,Midwest,0
APP-00032,6/3/2024,dell xps 13,3,1199,24,48.56,392.89,average,581,8135,SELF_EMPLOYED,2394,0.3,0.38,4,,West,1
APP-01858,5/17/2024,Microsoft Surface Pro,2,1599,36,28.78,523.96,exc,751,1853,STUDENT,204,0.126,0.06,4,0,Southeast,0
APP-01004,6/29/2024,Dell XPS-13,3,1199,24,32.37,392.89,excellent,840,117,UNEMPLOYED,20,0.448,0.13,1,0,midwest,0
APP-01214,6/11/2024,IPAD PRO,1,1099,12,,703.36,Excellent,804,11204,Full Time,2993,0.272,0.28,3,0,northeast,0
APP-01413,12/25/2024,iphone 13,2,599,36,10.78,,EXCELLENT,750,674,unemployed,244,0.378,0.06,1,0,Southeast,0
APP-00828,7/23/2024,Galaxy S23,1,849,12,68.77,543.36,Fair,647,5527,Full Time,,,0.51,3,1,Southwest,0
APP-01777,1/24/2024,Samsung Galaxy S22,2,649,24 months,32.13,265.83,Poor,352,102,Unemployed,10,,0.56,5,1,northeast,1
APP-00986,5/13/2024,macbook air,2,1299,24,64.3,532.07,poor,505,4886,SELF_EMPLOYED,193,0.053,0.63,4,2,midwest,1
APP-00200,8/15/2024,iPhone13,2,599,12,39.53,306.69,gd,724,5025,FULL_TIME,1064,0.22,0.68,2,,southwest,0
APP-00249,6/7/2024,DELL XPS13,3,1199,36,,314.31,Fair,617,99999,FULL_TIME,26926,0.27,0.17,1,0,MIDWEST,0
APP-00796,8/1/2024,Dell XPS 13,3,1199,24,32.37,392.89,EXCELLENT,836,258,UNEMPLOYED,61,0.362,0.23,1,0,Southwest,0
APP-00221,7/31/2024,Samsung Galaxy S22,2,649,24,17.52,265.83,exc,768,2823,Part Time,,,0.14,,0,,0
APP-00573,3/22/2024,Galaxy S22,2,-999,24,21.42,265.83,GOOD,716,1928,Part Time,89,0.057,0.47,,,Midwest,0
APP-01493,7/14/2024,DELL XPS13,3,1199,36 months,26.38,314.31,GOOD,674,,parttime,,N/A,0.19,1,0,southeast,0
APP-01287,9/3/2024,microsoft surface pro,2,1599,12,158.3,818.69,POOR,447,2413,PART_TIME,537,0.288,0.81,3,0,midwest,0
APP-01238,1/5/2024,dell xps 13,3,1199,12,,491.11,bad,409,4528,fulltime,1208,0.293,0.65,2,0,Southwest,1
APP-01496,1/19/2024,ipad pro,1,1099,24 months,29.67,562.69,EXCELLENT,828,2191,PART_TIME,753,0.357,0.1,0,0,midwest,0
APP-00590,2/13/2024,microsoft surface pro,2,1599,12 months,105.53,818.69,good,693,351,UNEMPLOYED,136,0.688,0.51,3,0,WEST,1
APP-00014,11/18/2024,Dell XPS 13,3,1199,36,32.37,314.31,average,636,2162,part_time,648,0.315,0.91,1,1,Midwest,0
APP-00270,2/17/2026,MS Surface Pro,2,1599,12,86.35,818.69,Excellent,834,3272,part_time,643,0.223,0.1,0,0,SOUTHEAST,0
APP-00236,9/9/2024,Dell XPS 13,3,1199,12,97.12,491.11,Fair,669,1038,parttime,10,0.103,0.69,1,1,SW,0
APP-01408,5/10/2024,SAMSUNG S23,1,849,24,22.92,434.69,Excellent,0,2962,self_employed,889,0.308,0.13,2,0,midwest,0
APP-00235,11/28/2024,MAC Book Air,2,1299,12 months,105.22,665.09,average,614,,STUDENT,,,,3,0,SW,0
APP-01476,2/29/2024,DELL XPS13,3,1199,24,59.35,392.89,low,518,6543,self_employed,2510,0.393,0.81,5,3,midwest,1
APP-00676,4/4/2024,iphone 13,2,599,36,19.77,196.28,bad,376,856,STUDENT,151,0.199,0.93,4,0,N/A,0
APP-00685,9/9/2024,iphone 13,2,599,36,13.18,196.28,Good,712,11448,Full Time,1720,0.151,0.71,2,0,Southwest,0
APP-01346,4/14/2024,Galaxy S22,2,649,24,21.42,265.83,GOOD,746,10727,fulltime,3699,0.347,0.17,2,0,southwest,0
APP-01722,6/16/2024,microsoft surface pro,2,1599,36,35.18,523.96,good,748,664,Student,212,0.372,0.9,5,0,Midwest,0
APP-01639,3/19/2024,MS Surface Pro,2,1599,24,52.77,654.95,gd,723,644,UNEMPLOYED,186,0.371,0.08,0,0,North East,0
APP-01913,12/7/2024,IPHONE 14,1,799,36,14.38,327.27,Excellent,806,756,Student,20,0.045,0.16,5,0,WEST,0
APP-00960,12/12/2024,Galaxy S22,2,649,12 months,64.25,332.29,bad,448,1811,parttime,616,0.376,0.66,,1,Southwest,0
APP-00980,9/26/2024,Galaxy S22,2,649,36,17.52,212.66,Fair,643,3521,SELF_EMPLOYED,659,0.192,0.86,,0,SOUTHEAST,0
APP-01116,4/6/2024,macbook air,2,1299,36,23.38,425.66,exc,798,427,Unemployed,33,0.132,0.07,1,,Southwest,0
APP-00107,3/28/2024,IPAD PRO,1,1099,36,24.18,450.15,Good,677,3037,part_time,531,0.183,0.71,1,0,midwest,0
APP-01066,1/23/2024,iphone 14,1,799,12,79.1,511.36,low,444,1498,PART_TIME,,,0.75,5,3,Southwest,0
APP-00695,1/29/2024,iphone 13,2,599,24,24.26,245.35,fair,588,11143,fulltime,2588,0.234,,2,0,Southeast,0
APP-01321,11/5/2024,iphone 14,1,799,24 months,39.55,409.09,low,357,9529,self_employed,2369,0.253,0.74,0,0,northeast,0
APP-01335,4/4/2024,ipad pro,1,1099,12,59.35,703.36,EXCELLENT,838,1599,Student,543,0.377,0.12,5,0,west,0
APP-00330,6/21/2024,MS Surface Pro,2,1599,24 months,43.17,654.95,exc,754,2489,self_employed,624,,0.06,3,0,Southeast,0
APP-00140,11/30/2024,SAMSUNG S23,1,849,36,22.92,347.75,FAIR,666,1280,student,474,0.388,0.2,4,1,SOUTHEAST,0
APP-01630,4/7/2024,Samsung Galaxy S22,2,649,36,21.42,212.66,low,434,99999,UNEMPLOYED,25561,0.256,0.61,4,3,Midwest,1
APP-00423,6/12/2024,dell xps 13,3,99999,12,79.13,491.11,Good,727,3960,self_employed,1399,0.373,0.81,1,,Northeast,0
APP-01030,5/19/2024,iPhone 14,1,799,24,32.36,409.09,fair,604,7272,Self Employed,1710,0.24,0.23,3,1,Southeast,0
APP-00568,7/16/2024,iphone 13,2,599,12 months,48.52,306.69,average,656,5123,SELF_EMPLOYED,1829,0.366,0.27,2,1,N/A,0
APP-01313,2/20/2024,IPAD PRO,1,1099,12,59.35,703.36,Excellent,790,691,UNEMPLOYED,0,0.086,0.28,0,0,WEST,0
APP-00743,11/25/2024,ipad pro,1,1099,12,59.35,703.36,EXCELLENT,761,233,unemployed,13,0.311,0.06,1,0,Southwest,0
APP-00961,10/13/2024,MAC Book Air,2,1299,36,42.87,425.66,POOR,341,10141,fulltime,3733,0.372,0.86,2,3,Southeast,0
APP-01500,3/29/2024,macbook air,2,1299,24,42.87,532.07,Good,682,3204,fulltime,201,0.076,0.74,4,0,Southwest,0
APP-00688,1/11/2024,MAC Book Air,2,1299,-1,42.87,,poor,527,6981,self_employed,370,0.059,0.83,2,1,Northeast,1
APP-01088,3/22/2024,Microsoft Surface Pro,2,1599,36,52.77,523.96,POOR,484,585,student,163,0.369,0.64,3,1,Northeast,0
APP-00748,11/13/2024,macbook air,2,1299,12 months,105.22,665.09,average,656,4308,Self Employed,1197,0.302,0.8,2,,NORTHEAST,0
APP-01096,11/14/2025,microsoft surface pro,2,1599,24,43.17,654.95,excellent,790,116,unemployed,,,0.05,1,0,SOUTHWEST,0
APP-00782,12/20/2024,Surface Pro,2,1599,12,129.52,818.69,fair,592,2239,SELF_EMPLOYED,889,0.455,0.85,5,0,NE,0
APP-00069,1/5/2024,Samsung Galaxy S22,2,649,36,21.42,212.66,POOR,550,3146,self_employed,1000,0.325,0.93,,0,Northeast,0
APP-00614,4/21/2024,iPhone13,2,599,24,19.77,245.35,Good,747,6334,SELF_EMPLOYED,1075,0.173,0.76,3,0,Midwest,0
APP-00619,5/12/2024,MAC Book Air,2,1299,24,42.87,532.07,GOOD,722,6095,full_time,,,0.24,1,0,south west,0
APP-00830,4/4/2024,microsoft surface pro,2,1599,24,79.15,654.95,POOR,414,8287,self_employed,2626,0.326,0.73,0,1,northeast,1
APP-01587,5/15/2024,SAMSUNG S23,1,849,12,56.03,543.36,GOOD,683,1548,STUDENT,195,0.162,0.28,1,0,MIDWEST,0
APP-00190,1/11/2024,Apple iPad Pro,1,1099,24,54.4,562.69,poor,396,1315,PART_TIME,282,0.256,0.63,5,0,Midwest,1
APP-01839,11/19/2024,ipad pro,1,1099,36,29.67,450.15,Fair,627,9490,Self Employed,2152,0.23,0.78,5,0,west,0
APP-01111,1/15/2024,IPHONE 14,1,799,12,79.1,511.36,bad,386,9032,FULL_TIME,2886,0.328,0.9,5,2,SOUTHWEST,1
APP-01403,3/28/2024,MacBook Air,2,1299,24,52.61,,Fair,663,1361,Student,,,0.56,4,0,Northeast,0
APP-01035,11/7/2024,iPhone13,2,-999,12,48.52,306.69,FAIR,650,10756,FULL_TIME,487,0.05,0.77,4,0,SOUTHEAST,1
APP-01965,9/23/2024,ipad pro,1,1099,24 months,54.4,562.69,POOR,458,379,unemployed,67,0.32,0.73,4,1,W,1
APP-00240,1/23/2024,Apple iPhone 14,1,799,36,26.37,327.27,bad,519,11474,fulltime,1576,,0.87,2,1,MIDWEST,1
APP-01631,5/4/2024,Apple iPhone 14,1,799,36 months,14.38,,exc,753,2706,part_time,871,0.327,0.32,3,0,Southeast,0
APP-01719,9/29/2024,microsoft surface pro,2,1599,36,35.18,523.96,GOOD,726,,fulltime,,,0.74,0,0,Midwest,0
