application_id,application_date,device_type,device_age_years,device_msrp,lease_term_months,monthly_payment,residual_value,credit_tier,credit_score,monthly_income,employment_type,existing_monthly_debt,dti_ratio,credit_utilization,prior_leases_completed,prior_defaults,region,defaulted
APP-01970,2024-07-04,IPAD PRO,1,1099,36,19.78,450.15,exc,832,3274,PART_TIME,1110,0.345,0.11,4,0,west,0
APP-01497,2024-10-11,iPhone 13,2,599,24,16.17,245.35,Excellent,808,9210,fulltime,121,0.015,0.25,2,0,NE,0
APP-01271,2024-10-24,MS Surface Pro,2,1599,12,129.52,818.69,FAIR,595,4438,FULL_TIME,734,0.195,,5,0,Southeast,0
APP-01366,2024-07-26,iPhone 14,1,799,36,21.57,327.27,fair,648,5724,full_time,,,,3,1,Northeast,1
APP-00315,2024-08-18,microsoft surface pro,2,1599,24,43.17,654.95,excellent,768,N/A,PART_TIME,,,0.27,5,0,Southeast,0
APP-01190,2024-12-31,MAC Book Air,2,1299,12,70.15,665.09,exc,846,6570,Self Employed,635,0.107,0.26,0,0,NORTHEAST,0
APP-01383,2024-12-11,iPad Pro,1,1099,24,44.51,562.69,fair,659,3181,PART_TIME,591,0.2,,1,0,Southwest,0
APP-01319,2024-01-15,samsung galaxy s23,1,849,12,68.77,,average,619,1191,Student,,,0.25,1,1,Southwest,0
APP-01707,2024-08-16,IPAD PRO,1,1099,36,29.67,450.15,Fair,607,308,UNEMPLOYED,109,0.45,0.58,0,0,WEST,0
APP-00640,2024-10-31,samsung galaxy s23,1,849,12 months,56.03,543.36,good,721,4,Unemployed,0,14.008,0.71,0,0,west,0
APP-00458,2024-08-08,Dell XPS 13,3,1199,36,21.58,314.31,exc,,3825,SELF_EMPLOYED,614,0.166,0.25,0,0,MIDWEST,0
APP-01996,2024-10-29,iphone 14,1,799,24,32.36,,fair,602,10336,fulltime,1563,0.154,0.45,1,0,north east,0
APP-00184,2024-05-25,DELL XPS13,3,1199,36,21.58,314.31,Excellent,765,224,UNEMPLOYED,80,0.453,0.29,3,0,West,0
APP-01887,2024-04-11,iphone 13,2,599,36,10.78,196.28,EXCELLENT,802,742,student,,,0.3,1,0,Midwest,0
APP-01584,2024-04-13,Samsung Galaxy S22,2,649,36,17.52,212.66,FAIR,651,7566,fulltime,1319,0.177,0.45,1,1,southwest,0
APP-00771,2024-12-23,Galaxy S22,2,649,36,11.68,212.66,excellent,757,602,UNEMPLOYED,141,0.254,0.33,0,0,,0
APP-00335,2024-08-02,microsoft surface pro,2,1599,24,64.76,654.95,Fair,653,5734,self_employed,472,0.094,0.91,4,0,SOUTHWEST,0
APP-00969,2024-10-23,Macbook Air,2,1299,24,,532.07,Excellent,825,108,unemployed,1,0.334,0.31,2,0,west,0
APP-00355,2024-10-18,Apple iPad Pro,1,1099,12 months,72.53,703.36,gd,698,2062,PART_TIME,270,0.166,0.38,5,0,Southwest,0
APP-00495,2024-08-06,iPhone13,2,599,12,39.53,306.69,gd,735,3013,part_time,1098,0.378,0.22,1,0,Midwest,0
APP-00586,2024-06-12,iPhone 14,1,799,36,14.38,327.27,EXCELLENT,840,8170,Self Employed,205,0.027,0.25,0,0,north east,0
APP-01868,2024-11-05,Surface Pro,2,1599,36 months,35.18,523.96,Good,747,8199,fulltime,1155,0.145,0.14,2,0,Northeast,0
APP-00758,2024-07-21,Surface Pro,2,1599,36 months,52.77,523.96,POOR,359,3396,fulltime,1330,0.407,0.77,1,1,southwest,0
APP-00317,2024-11-22,dell xps 13,3,1199,12 months,97.12,491.11,fair,612,981,UNEMPLOYED,79,0.18,0.18,0,1,SOUTHEAST,1
APP-01522,2024-08-05,iphone 14,1,799,12,64.72,511.36,fair,595,901,STUDENT,301,0.406,0.87,0,1,Southeast,1
APP-01363,2024-07-08,SAMSUNG S23,1,849,12,45.85,543.36,excellent,819,3063,part_time,964,0.33,0.06,0,0,midwest,0
APP-00269,2024-03-05,Dell XPS 13,3,1199,36,21.58,314.31,exc,N/A,4353,full_time,1313,0.307,0.22,5,0,Midwest,0
APP-01427,2024-04-02,Microsoft Surface Pro,2,1599,24,79.15,654.95,bad,468,8241,Self Employed,1411,0.181,0.9,2,1,,0
APP-01600,2024-07-28,DELL XPS13,3,1199,36,32.37,314.31,average,599,1901,Student,291,0.17,0.51,3,1,Northeast,1
APP-01607,2024-09-30,Apple iPad Pro,1,1099,36,19.78,450.15,excellent,833,1802,part_time,327,0.192,0.12,3,0,west,0
APP-01307,2024-02-19,iPhone 13,2,599,12,39.53,306.69,GOOD,717,0,parttime,,,0.47,1,0,northeast,0
APP-01843,2024-08-05,IPAD PRO,1,1099,12,108.8,703.36,POOR,482,811,UNEMPLOYED,254,0.447,0.85,4,3,West,1
APP-00708,2024-01-22,iPhone13,2,599,24,19.77,245.35,good,744,1492,STUDENT,589,0.408,0.3,0,0,Southwest,0
APP-00808,2024-04-16,iphone 13,2,599,24,16.17,245.35,Excellent,817,1234,Student,372,0.315,0.27,0,,NORTHEAST,0
APP-00447,2024-11-28,MS Surface Pro,2,1599,36 months,35.18,523.96,Good,679,9268,fulltime,,,0.73,1,0,N/A,0
APP-01483,2024-05-28,iPhone 14,1,799,24 months,32.36,409.09,average,624,290,Unemployed,48,0.277,0.9,3,1,N/A,0
APP-01827,2024-12-13,DELL XPS13,3,1199,12,97.12,491.11,FAIR,605,7692,Self Employed,1638,0.226,0.61,,0,MW,0
APP-01688,2024-07-21,MS Surface Pro,2,1599,12,129.52,818.69,fair,631,1894,STUDENT,571,0.37,0.63,2,1,southwest,0
APP-01692,2024-12-01,iPhone13,2,599,24,24.26,245.35,FAIR,632,6935,SELF_EMPLOYED,833,0.124,0.28,2,0,south east,1
APP-01727,2024-06-20,iPhone13,2,599,12,59.3,306.69,low,398,11865,full_time,2152,0.186,0.85,1,3,Southwest,1
APP-01538,2024-05-28,DELL XPS13,3,1199,36,26.38,,Good,717,3435,Part Time,875,0.262,0.23,5,0,Midwest,0
APP-01244,2024-07-04,iPhone13,2,599,36 months,19.77,196.28,poor,521,1854,STUDENT,193,0.115,0.57,1,1,Midwest,1
APP-01889,2024-07-11,iPhone14,1,799,12,79.1,511.36,low,355,2755,Part Time,563,0.233,,4,2,Northeast,1
APP-00595,2024-01-05,Galaxy S22,2,649,12,42.83,332.29,good,692,2524,part_time,523,0.224,0.69,4,0,SW,0
APP-01141,2024-09-22,Microsoft Surface Pro,2,1599,24,52.77,654.95,GOOD,713,1680,Student,488,0.322,0.14,3,0,southeast,0
APP-00494,2024-02-18,Dell XPS-13,3,1199,24,39.57,392.89,Good,729,2993,Self Employed,916,0.319,0.32,1,,midwest,0
APP-01776,2024-08-13,samsung galaxy s23,1,849,36,15.28,347.75,EXCELLENT,755,,unemployed,,,0.25,0,0,North East,0
APP-00306,2024-06-12,iphone 13,2,599,24,29.65,245.35,poor,561,973,UNEMPLOYED,180,0.215,0.72,5,1,Northeast,1
APP-01713,2024-03-09,MS Surface Pro,2,1599,24,52.77,654.95,Good,743,9366,SELF_EMPLOYED,3515,0.381,0.15,2,0,NORTHEAST,0
APP-00703,2024-11-22,iPhone 13,2,599,24,24.26,245.35,FAIR,651,5989,full_time,1789,0.303,0.84,4,0,SE,0
APP-00879,2024-03-03,Galaxy S23,1,849,36,15.28,,Excellent,783,856,UNEMPLOYED,36,0.06,,0,0,Midwest,0
APP-00886,2024-10-13,iPhone 14,1,799,36,21.57,327.27,Fair,629,1457,parttime,489,0.35,0.14,5,1,NORTHEAST,0
APP-01698,2024-02-23,Samsung Galaxy S22,2,649,12,64.25,332.29,low,562,599,Unemployed,89,99999,0.62,,3,W,1
APP-00114,2024-06-22,Microsoft Surface Pro,2,1599,12,105.53,818.69,GOOD,748,1342,student,64,0.126,0.68,4,0,North East,0
APP-00937,2024-02-28,IPHONE 14,1,799,36 months,21.57,327.27,FAIR,641,7625,full_time,1959,0.26,0.17,2,0,Southwest,0
APP-00416,2024-07-28,iphone 14,1,799,36,26.37,327.27,bad,306,7579,SELF_EMPLOYED,269,0.039,0.69,3,2,Northeast,1
APP-01206,2024-09-30,iPhone 14,1,799,36,21.57,327.27,average,643,3167,FULL_TIME,771,0.25,0.56,3,1,West,1
APP-01718,2024-05-15,iPhone 13,2,599,24 months,19.77,245.35,gd,696,695,Unemployed,106,0.181,0.1,1,0,southeast,0
APP-01105,2024-08-02,samsung galaxy s23,1,849,12,45.85,543.36,exc,804,7289,full_time,545,0.081,0.31,3,0,NE,0
APP-00096,2025-10-23,DELL XPS13,3,1199,36 months,32.37,314.31,Fair,610,2231,SELF_EMPLOYED,360,0.176,0.56,1,1,SOUTHWEST,0
APP-01505,2024-05-08,MAC Book Air,2,1299,24,35.07,532.07,EXCELLENT,783,4535,Self Employed,1634,0.368,0.26,5,0,WEST,0
APP-00861,2024-02-05,Galaxy S22,2,649,12,64.25,332.29,POOR,384,1925,Student,317,0.198,0.88,2,1,south west,0
APP-00933,2024-04-21,iPhone 13,2,599,12,39.53,306.69,good,698,11266,Full Time,3079,0.277,0.37,4,0,West,0
APP-01172,2024-02-24,iPhone 14,1,799,999,64.72,511.36,fair,649,-999,SELF_EMPLOYED,,,0.68,5,1,Midwest,0
APP-00411,2024-07-05,samsung galaxy s23,1,849,24,42.03,434.69,bad,476,5210,Full Time,1612,0.317,0.93,0,2,Southwest,1
APP-01805,2024-10-07,MAC Book Air,2,1299,24 months,42.87,532.07,gd,749,9905,Self Employed,3301,0.338,0.54,5,0,west,0
APP-00517,2024-05-08,iPhone14,1,799,-1,52.73,511.36,good,701,1655,Student,655,0.428,0.76,4,0,MIDWEST,0
APP-01185,2024-01-26,iphone 14,1,799,24 months,39.55,409.09,low,318,1344,STUDENT,509,0.408,0.89,1,0,MIDWEST,0
APP-01938,2024-12-31,Macbook Air,2,1299,12,70.15,665.09,excellent,766,1890,part_time,652,0.382,0.33,2,0,WEST,0
APP-00906,2024-06-09,Apple iPad Pro,1,1099,36,24.18,450.15,gd,715,7087,FULL_TIME,2671,0.38,0.6,5,0,Southwest,0
APP-01237,2024-05-30,iPhone 13,2,599,36,10.78,196.28,excellent,,1237,PART_TIME,69,0.064,0.23,2,0,west,0
APP-01744,2024-07-31,iPhone13,2,599,36,10.78,196.28,EXCELLENT,826,814,Unemployed,195,0.253,,4,0,West,0
APP-00180,2024-12-04,iphone 13,2,599,12,39.53,306.69,gd,731,7585,Self Employed,226,0.035,0.13,0,0,Northeast,0
APP-01140,2024-01-07,MS Surface Pro,2,1599,24,79.15,654.95,POOR,524,1714,student,680,0.443,,3,1,SOUTHEAST,1
APP-01429,2024-06-08,Surface Pro,2,1599,24,79.15,654.95,bad,331,3202,SELF_EMPLOYED,1063,0.357,0.83,1,2,MIDWEST,0
APP-01454,2024-10-02,Apple iPhone 14,1,799,24,32.36,409.09,fair,588,2402,Self Employed,750,0.326,0.51,1,1,Midwest,0
APP-00032,2024-06-03,dell xps 13,3,1199,24,48.56,392.89,average,581,8135,SELF_EMPLOYED,2394,0.3,0.38,4,,West,1
APP-01858,2024-05-17,Microsoft Surface Pro,2,1599,36,28.78,523.96,exc,751,1853,STUDENT,204,0.126,0.06,4,0,Southeast,0
APP-01004,2024-06-29,Dell XPS-13,3,1199,24,32.37,392.89,excellent,840,117,UNEMPLOYED,20,0.448,0.13,1,0,midwest,0
APP-01214,2024-06-11,IPAD PRO,1,1099,12,,703.36,Excellent,804,11204,Full Time,2993,0.272,0.28,3,0,northeast,0
APP-01413,2024-12-25,iphone 13,2,599,36,10.78,,EXCELLENT,750,674,unemployed,244,0.378,0.06,1,0,Southeast,0
APP-00828,2024-07-23,Galaxy S23,1,849,12,68.77,543.36,Fair,647,5527,Full Time,,,0.51,3,1,Southwest,0
APP-01777,2024-01-24,Samsung Galaxy S22,2,649,24 months,32.13,265.83,Poor,352,102,Unemployed,10,,0.56,5,1,northeast,1
APP-00986,2024-05-13,macbook air,2,1299,24,64.3,532.07,poor,505,4886,SELF_EMPLOYED,193,0.053,0.63,4,2,midwest,1
APP-00200,2024-08-15,iPhone13,2,599,12,39.53,306.69,gd,724,5025,FULL_TIME,1064,0.22,0.68,2,,southwest,0
APP-00249,2024-06-07,DELL XPS13,3,1199,36,,314.31,Fair,617,99999,FULL_TIME,26926,0.27,0.17,1,0,MIDWEST,0
APP-00796,2024-08-01,Dell XPS 13,3,1199,24,32.37,392.89,EXCELLENT,836,258,UNEMPLOYED,61,0.362,0.23,1,0,Southwest,0
APP-00221,2024-07-31,Samsung Galaxy S22,2,649,24,17.52,265.83,exc,768,2823,Part Time,,,0.14,,0,,0
APP-00573,2024-03-22,Galaxy S22,2,-999,24,21.42,265.83,GOOD,716,1928,Part Time,89,0.057,0.47,,,Midwest,0
APP-01493,2024-07-14,DELL XPS13,3,1199,36 months,26.38,314.31,GOOD,674,,parttime,,N/A,0.19,1,0,southeast,0
APP-01287,2024-09-03,microsoft surface pro,2,1599,12,158.3,818.69,POOR,447,2413,PART_TIME,537,0.288,0.81,3,0,midwest,0
APP-01238,2024-01-05,dell xps 13,3,1199,12,,491.11,bad,409,4528,fulltime,1208,0.293,0.65,2,0,Southwest,1
APP-01496,2024-01-19,ipad pro,1,1099,24 months,29.67,562.69,EXCELLENT,828,2191,PART_TIME,753,0.357,0.1,0,0,midwest,0
APP-00590,2024-02-13,microsoft surface pro,2,1599,12 months,105.53,818.69,good,693,351,UNEMPLOYED,136,0.688,0.51,3,0,WEST,1
APP-00014,2024-11-18,Dell XPS 13,3,1199,36,32.37,314.31,average,636,2162,part_time,648,0.315,0.91,1,1,Midwest,0
APP-00270,2026-02-17,MS Surface Pro,2,1599,12,86.35,818.69,Excellent,834,3272,part_time,643,0.223,0.1,0,0,SOUTHEAST,0
APP-00236,2024-09-09,Dell XPS 13,3,1199,12,97.12,491.11,Fair,669,1038,parttime,10,0.103,0.69,1,1,SW,0
APP-01408,2024-05-10,SAMSUNG S23,1,849,24,22.92,434.69,Excellent,0,2962,self_employed,889,0.308,0.13,2,0,midwest,0
APP-00235,2024-11-28,MAC Book Air,2,1299,12 months,105.22,665.09,average,614,,STUDENT,,,,3,0,SW,0
APP-01476,2024-02-29,DELL XPS13,3,1199,24,59.35,392.89,low,518,6543,self_employed,2510,0.393,0.81,5,3,midwest,1
APP-00676,2024-04-04,iphone 13,2,599,36,19.77,196.28,bad,376,856,STUDENT,151,0.199,0.93,4,0,N/A,0
APP-00685,2024-09-09,iphone 13,2,599,36,13.18,196.28,Good,712,11448,Full Time,1720,0.151,0.71,2,0,Southwest,0
APP-01346,2024-04-14,Galaxy S22,2,649,24,21.42,265.83,GOOD,746,10727,fulltime,3699,0.347,0.17,2,0,southwest,0
APP-01722,2024-06-16,microsoft surface pro,2,1599,36,35.18,523.96,good,748,664,Student,212,0.372,0.9,5,0,Midwest,0
APP-01639,2024-03-19,MS Surface Pro,2,1599,24,52.77,654.95,gd,723,644,UNEMPLOYED,186,0.371,0.08,0,0,North East,0
APP-01913,2024-12-07,IPHONE 14,1,799,36,14.38,327.27,Excellent,806,756,Student,20,0.045,0.16,5,0,WEST,0
APP-00960,2024-12-12,Galaxy S22,2,649,12 months,64.25,332.29,bad,448,1811,parttime,616,0.376,0.66,,1,Southwest,0
APP-00980,2024-09-26,Galaxy S22,2,649,36,17.52,212.66,Fair,643,3521,SELF_EMPLOYED,659,0.192,0.86,,0,SOUTHEAST,0
APP-01116,2024-04-06,macbook air,2,1299,36,23.38,425.66,exc,798,427,Unemployed,33,0.132,0.07,1,,Southwest,0
APP-00107,2024-03-28,IPAD PRO,1,1099,36,24.18,450.15,Good,677,3037,part_time,531,0.183,0.71,1,0,midwest,0
APP-01066,2024-01-23,iphone 14,1,799,12,79.1,511.36,low,444,1498,PART_TIME,,,0.75,5,3,Southwest,0
APP-00695,2024-01-29,iphone 13,2,599,24,24.26,245.35,fair,588,11143,fulltime,2588,0.234,,2,0,Southeast,0
APP-01321,2024-11-05,iphone 14,1,799,24 months,39.55,409.09,low,357,9529,self_employed,2369,0.253,0.74,0,0,northeast,0
APP-01335,2024-04-04,ipad pro,1,1099,12,59.35,703.36,EXCELLENT,838,1599,Student,543,0.377,0.12,5,0,west,0
APP-00330,2024-06-21,MS Surface Pro,2,1599,24 months,43.17,654.95,exc,754,2489,self_employed,624,,0.06,3,0,Southeast,0
APP-00140,2024-11-30,SAMSUNG S23,1,849,36,22.92,347.75,FAIR,666,1280,student,474,0.388,0.2,4,1,SOUTHEAST,0
APP-01630,2024-04-07,Samsung Galaxy S22,2,649,36,21.42,212.66,low,434,99999,UNEMPLOYED,25561,0.256,0.61,4,3,Midwest,1
APP-00423,2024-06-12,dell xps 13,3,99999,12,79.13,491.11,Good,727,3960,self_employed,1399,0.373,0.81,1,,Northeast,0
APP-01030,2024-05-19,iPhone 14,1,799,24,32.36,409.09,fair,604,7272,Self Employed,1710,0.24,0.23,3,1,Southeast,0
APP-00568,2024-07-16,iphone 13,2,599,12 months,48.52,306.69,average,656,5123,SELF_EMPLOYED,1829,0.366,0.27,2,1,N/A,0
APP-01313,2024-02-20,IPAD PRO,1,1099,12,59.35,703.36,Excellent,790,691,UNEMPLOYED,0,0.086,0.28,0,0,WEST,0
APP-00743,2024-11-25,ipad pro,1,1099,12,59.35,703.36,EXCELLENT,761,233,unemployed,13,0.311,0.06,1,0,Southwest,0
APP-00961,2024-10-13,MAC Book Air,2,1299,36,42.87,425.66,POOR,341,10141,fulltime,3733,0.372,0.86,2,3,Southeast,0
APP-01500,2024-03-29,macbook air,2,1299,24,42.87,532.07,Good,682,3204,fulltime,201,0.076,0.74,4,0,Southwest,0
APP-00688,2024-01-11,MAC Book Air,2,1299,-1,42.87,,poor,527,6981,self_employed,370,0.059,0.83,2,1,Northeast,1
APP-01088,2024-03-22,Microsoft Surface Pro,2,1599,36,52.77,523.96,POOR,484,585,student,163,0.369,0.64,3,1,Northeast,0
APP-00748,2024-11-13,macbook air,2,1299,12 months,105.22,665.09,average,656,4308,Self Employed,1197,0.302,0.8,2,,NORTHEAST,0
APP-01096,2025-11-14,microsoft surface pro,2,1599,24,43.17,654.95,excellent,790,116,unemployed,,,0.05,1,0,SOUTHWEST,0
APP-00782,2024-12-20,Surface Pro,2,1599,12,129.52,818.69,fair,592,2239,SELF_EMPLOYED,889,0.455,0.85,5,0,NE,0
APP-00069,2024-01-05,Samsung Galaxy S22,2,649,36,21.42,212.66,POOR,550,3146,self_employed,1000,0.325,0.93,,0,Northeast,0
APP-00614,2024-04-21,iPhone13,2,599,24,19.77,245.35,Good,747,6334,SELF_EMPLOYED,1075,0.173,0.76,3,0,Midwest,0
APP-00619,2024-05-12,MAC Book Air,2,1299,24,42.87,532.07,GOOD,722,6095,full_time,,,0.24,1,0,south west,0
APP-00830,2024-04-04,microsoft surface pro,2,1599,24,79.15,654.95,POOR,414,8287,self_employed,2626,0.326,0.73,0,1,northeast,1
APP-01587,2024-05-15,SAMSUNG S23,1,849,12,56.03,543.36,GOOD,683,1548,STUDENT,195,0.162,0.28,1,0,MIDWEST,0
APP-00190,2024-01-11,Apple iPad Pro,1,1099,24,54.4,562.69,poor,396,1315,PART_TIME,282,0.256,0.63,5,0,Midwest,1
APP-01839,2024-11-19,ipad pro,1,1099,36,29.67,450.15,Fair,627,9490,Self Employed,2152,0.23,0.78,5,0,west,0
APP-01111,2024-01-15,IPHONE 14,1,799,12,79.1,511.36,bad,386,9032,FULL_TIME,2886,0.328,0.9,5,2,SOUTHWEST,1
APP-01403,2024-03-28,MacBook Air,2,1299,24,52.61,,Fair,663,1361,Student,,,0.56,4,0,Northeast,0
APP-01035,2024-11-07,iPhone13,2,-999,12,48.52,306.69,FAIR,650,10756,FULL_TIME,487,0.05,0.77,4,0,SOUTHEAST,1
APP-01965,2024-09-23,ipad pro,1,1099,24 months,54.4,562.69,POOR,458,379,unemployed,67,0.32,0.73,4,1,W,1
APP-00240,2024-01-23,Apple iPhone 14,1,799,36,26.37,327.27,bad,519,11474,fulltime,1576,,0.87,2,1,MIDWEST,1
APP-01631,2024-05-04,Apple iPhone 14,1,799,36 months,14.38,,exc,753,2706,part_time,871,0.327,0.32,3,0,Southeast,0
APP-01719,2024-09-29,microsoft surface pro,2,1599,36,35.18,523.96,GOOD,726,,fulltime,,,0.74,0,0,Midwest,0
APP-01530,2024-11-20,SAMSUNG S23,1,849,36,15.28,347.75,excellent,754,3498,full_time,542,0,0.12,2,0,MIDWEST,0
APP-01914,2024-06-15,Samsung Galaxy S23,1,849,12,45.85,543.36,EXCELLENT,780,798,Student,306,0.441,0.18,4,0,mid west,0
APP-01702,2024-01-23,MS Surface Pro,2,1599,24,64.76,654.95,FAIR,667,907,Unemployed,,,0.21,3,0,south west,0
APP-01351,2024-07-16,IPAD PRO,1,1099,24,29.67,562.69,excellent,-999,32,UNEMPLOYED,11,1.271,0.13,0,0,west,0
APP-01695,2024-06-12,DELL XPS13,3,1199,24,59.35,392.89,bad,331,,Student,,,0.58,5,2,West,1
APP-01586,2024-01-09,Galaxy S22,2,649,12 months,52.57,332.29,FAIR,602,2555,PART_TIME,,,0.91,2,0,Southeast,0
APP-01110,2024-05-13,IPAD PRO,1,1099,36,19.78,450.15,exc,771,654,unemployed,88,0.165,0.27,,0,Midwest,0
APP-00015,2024-09-23,iphone 13,2,599,24,29.65,245.35,Poor,565,5184,fulltime,1299,0.256,0.84,5,3,northeast,1
APP-00612,2024-01-09,Dell XPS-13,3,1199,24,32.37,392.89,Excellent,776,909,Unemployed,220,0.278,0.23,0,,Southeast,0
APP-00456,2024-12-24,Galaxy S22,2,649,24,32.13,265.83,POOR,380,7131,full_time,2038,0.29,0.9,5,2,south east,0
APP-01276,2024-09-25,dell xps 13,3,1199,36,26.38,314.31,good,742,1580,Student,178,0.129,0.84,,0,MW,0
APP-01724,2024-09-05,iphone 13,2,599,24 months,19.77,245.35,gd,,951,Unemployed,6,N/A,0.34,3,0,Southwest,0
APP-00449,2024-03-19,ipad pro,1,1099,36 months,19.78,450.15,Excellent,830,1755,Student,636,0.374,0.23,3,0,Southwest,0
APP-01049,2024-06-10,iphone 14,1,799,24,26.37,409.09,GOOD,732,3209,part_time,488,0.16,0.08,4,0,Midwest,0
APP-00615,2024-08-25,Galaxy S22,2,649,36,21.42,212.66,POOR,472,4726,Full Time,,,0.72,2,1,Southwest,1
APP-01622,2024-10-29,iPad Pro,,1099,24,54.4,562.69,bad,334,2759,self_employed,441,0.18,0.62,0,3,Northeast,1
APP-01515,2024-09-18,macbook air,2,1299,36,28.58,425.66,GOOD,691,801,Student,309,0.421,0.29,5,0,northeast,0
APP-00245,2024-08-09,IPHONE 14,1,799,12,52.73,511.36,Good,727,1670,Student,383,0.261,0.73,1,0,Southeast,0
APP-00970,2024-10-29,iPhone 13,2,599,24,19.77,245.35,gd,738,-999,student,,,0.18,4,0,West,0
APP-01704,2024-05-21,IPAD PRO,1,1099,12,89.02,703.36,average,626,11414,Full Time,2639,0.239,0.5,1,1,Northeast,0
APP-01121,2024-03-20,ipad pro,1,1099,36 months,29.67,450.15,average,666,8137,FULL_TIME,1612,0.202,0.32,,1,SOUTHEAST,0
APP-01661,2024-07-10,ipad pro,1,1099,36,29.67,450.15,average,643,1896,student,,,0.13,5,0,northeast,0
APP-01006,2024-03-04,iPad Pro,1,1099,36,29.67,450.15,average,613,3308,Part Time,863,0.27,0.19,0,0,Southeast,0
APP-00478,2024-09-27,iphone 14,1,,12,79.1,511.36,bad,406,471,UNEMPLOYED,4,0.176,0.89,2,1,W,1
APP-01747,2024-01-04,microsoft surface pro,2,1599,24 months,52.77,654.95,good,710,3241,part_time,194,0.076,0.45,3,0,west,0
APP-02000,2024-12-04,Dell XPS 13,3,1199,36,21.58,314.31,excellent,833,7643,Self Employed,1846,0.244,0.09,1,0,WEST,0
APP-00033,2024-04-07,Samsung Galaxy S23,1,849,24,42.03,434.69,POOR,576,1405,parttime,417,0.327,0.64,0,1,Southeast,0
APP-00505,2024-10-27,MAC Book Air,2,1299,24,52.61,532.07,average,626,311,unemployed,116,0.542,0.67,0,0,southeast,1
APP-00637,2024-06-04,DELL XPS13,3,1199,36,26.38,314.31,GOOD,679,1405,STUDENT,276,0.215,0.47,0,0,Midwest,0
APP-00831,2024-01-18,SAMSUNG S23,1,849,36 months,,347.75,Good,686,3458,PART_TIME,781,0.231,0.62,,0,WEST,0
APP-00919,2024-04-18,Microsoft Surface Pro,2,1599,12,129.52,818.69,FAIR,661,462,UNEMPLOYED,65,0.421,0.19,,1,west,1
APP-01667,2024-01-03,IPHONE 14,1,,36,17.58,327.27,gd,746,1668,STUDENT,538,0.333,0.67,1,0,northeast,0
APP-01022,2024-07-11,Microsoft Surface Pro,2,1599,24,79.15,654.95,POOR,318,1125,Part Time,35,0.101,0.91,4,3,SOUTHWEST,1
APP-00419,2024-01-10,DELL XPS13,3,1199,24,39.57,392.89,GOOD,699,591,Unemployed,178,0.368,0.34,1,0,Northeast,0
APP-01984,2024-10-09,iPad Pro,1,1099,12,108.8,703.36,POOR,408,9737,Self Employed,262,0.038,0.81,3,1,Southeast,1
APP-00905,2024-01-23,iPad Pro,1,1099,999,72.53,703.36,gd,701,1516,student,596,0.441,0.9,2,0,southeast,0
APP-00006,2024-08-27,macbook air,2,1299,12,70.15,665.09,Excellent,750,4160,FULL_TIME,570,0.154,0.33,3,0,midwest,0
APP-00156,2024-03-11,Apple iPad Pro,1,1099,36 months,19.78,450.15,exc,753,7381,Self Employed,1565,0.215,0.26,3,0,SOUTHWEST,0
APP-00399,2024-05-29,Galaxy S22,2,649,24,32.13,265.83,low,411,3351,PART_TIME,902,0.279,0.61,4,0,W,0
APP-00864,2024-04-24,iPhone14,1,799,12,43.15,511.36,Excellent,809,6020,fulltime,1622,0.277,0.31,0,0,SOUTHEAST,0
APP-01861,2024-04-24,iPhone13,2,599,36,13.18,196.28,gd,703,786,Student,251,0.336,0.45,0,0,Southeast,0
APP-01336,2024-05-23,DELL XPS13,3,1199,24,39.57,392.89,Good,675,101,Unemployed,5,0.441,0.65,1,0,West,1
APP-00659,2024-09-29,MacBook Air,2,1299,24,42.87,532.07,Good,724,939,UNEMPLOYED,196,0.254,0.68,3,0,SOUTHWEST,0
APP-00717,2024-10-02,Galaxy S22,2,649,24,17.52,265.83,EXCELLENT,758,6716,Full Time,1321,0.199,0.18,4,0,Midwest,0
APP-00651,2024-08-25,MAC Book Air,2,1299,12,105.22,665.09,Fair,635,11633,Full Time,1482,0.136,0.72,5,0,West,0
APP-00910,2024-04-18,dell xps 13,3,1199,12,97.12,491.11,average,631,1108,Part Time,151,0.224,0.37,2,1,WEST,0
APP-01844,2024-11-27,IPAD PRO,1,1099,24,29.67,562.69,EXCELLENT,812,4182,SELF_EMPLOYED,,,0.23,1,0,West,0
APP-00196,2024-04-03,microsoft surface pro,2,1599,24,79.15,654.95,bad,361,5668,FULL_TIME,598,0.119,0.62,,3,WEST,0
APP-01209,2024-03-29,Apple iPad Pro,,1099,36,29.67,450.15,fair,664,10584,Full Time,2083,0.2,,1,0,SOUTHEAST,0
APP-00117,2024-01-03,Microsoft Surface Pro,2,1599,36,35.18,523.96,good,702,1436,student,195,0.16,0.42,4,0,SOUTHWEST,0
APP-00661,2024-08-27,iPhone 13,2,599,36,13.18,196.28,good,708,1798,Student,588,0.334,0.26,4,0,Southwest,0
APP-00522,2024-08-16,iphone 13,2,599,12,39.53,306.69,gd,706,3911,self_employed,1560,0.409,0.71,4,0,N/A,0
APP-00209,2024-11-06,SAMSUNG S23,1,849,24,28.02,434.69,gd,722,716,Unemployed,162,0.265,0.27,1,0,Midwest,0
APP-00890,2024-09-28,Apple iPhone 14,,799,36,26.37,327.27,Poor,400,4149,SELF_EMPLOYED,1011,0.25,0.8,2,3,NORTHEAST,0
